Molecule,Canonical_Smiles,category
CHEMBL355458,CC[C@H]1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](Cc4ccccc4)NC(=O)OC(C)(C)C)C(=O)N1C,Asp
CHEMBL234368,CC(C)(C)[C@@H](Cn1ccc(n1)c2ccc(cc2)C(F)(F)F)OC(=O)NCC(=O)CNS(=O)(=O)c3ccccn3,Cys
CHEMBL1269956,COCCNCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F,Cys
CHEMBL1270238,CN1C(=N[C@](C1=O)(c2ccc(OC(F)F)cc2)c3cccc(CCCC#N)c3)N,Asp
CHEMBL1270239,CN1C(=N[C@](C1=O)(c2ccc(OC(F)F)cc2)c3cccc(c3)C(=O)CCCF)N,Asp
CHEMBL1271245,CC(C)C#Cc1cccc(c1)[C@]2(N=C(N)N(C)C2=O)c3ccc(OC(F)F)cc3,Asp
CHEMBL3142810,CCC[C@H](N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC(=O)CC(C)C,Asp
CHEMBL344010,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2cscn2)NC(=O)[C@@H](CC(=O)N(C)CCn3cccn3)Cc4ccccc4,Asp
CHEMBL1818063,COC(=O)NCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3cccc(Cl)c3c4cccc(C)c4,Asp
CHEMBL1818055,COCCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3cccc(F)c3c4cccc(C)c4,Asp
CHEMBL1818047,COCCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3ccccc3Oc4ccccc4C,Asp
CHEMBL1910314,Cn1ncnc1Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26,Asp
CHEMBL1910303,COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)ccc(CCC#N)c15,Asp
CHEMBL261125,CC(C)(C)CN(Cc1ccccc1)c2ccnc(n2)C#N,Cys
CHEMBL1910297,O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(F)c23)C4CC4)c5ccc(F)c(F)c5,Asp
CHEMBL1910298,O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(Cl)c23)C4CC4)c5ccc(F)c(F)c5,Asp
CHEMBL1910299,O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(Br)c23)C4CC4)c5ccc(F)c(F)c5,Asp
CHEMBL1910288,COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4cccc(Cl)c4)cc(OCCOC)c1,Asp
CHEMBL1910291,COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(Cl)c(F)c4)cc(OCCOC)c1,Asp
CHEMBL427581,CC[C@H](C)[C@H](NC(=O)C(F)(F)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)NCc3ccccn3,Asp
CHEMBL306274,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)\C(=C\c3ccccc3)\NC(=O)N4CCOCC4,Asp
CHEMBL3142183,CC[C@H](C)[C@H](NC(=O)C(F)(F)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC2N=CC=N2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)C(=O)NCc4ccccn4,Asp
CHEMBL3142193,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC2N=CC=N2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)C(=O)NCc4ccccn4,Asp
CHEMBL3143008,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]3COC(=O)CCC[C@H](CN4CCOCC4)OC(=O)[C@H](O)[C@H](CC5CCCCC5)NC3=O,Asp
CHEMBL320686,CN1CCN(CC1)C(=O)CS(=O)(=O)C[C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](Cc4ccccc4)NC(=O)OC(C)(C)C,Asp
CHEMBL404764,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2cscn2)NC(=O)[C@@H](CC(=O)CN3CCOCC3)Cc4ccccc4,Asp
CHEMBL58256,CC(C)C[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(NC(=O)[C@H](Cc2ccccc2)NS(=O)(=O)N3CCOCC3)C(=O)OC(C)C,Asp
CHEMBL2115366,CC(C)CC(NC(=O)CC(N)[C@@H](CC1CCCCC1)NC(=O)[C@H](Cc2cccnc2)c3nnc4c(CC(C)C)nc(cn34)c5ccccc5)C(=O)NCc6ccccn6,Asp
CHEMBL2311099,COC(=O)CC(O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CC(O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,Asp
CHEMBL1271140,CN1C(=N[C@](C1=O)(c2ccc(OC(F)(F)F)cc2)c3cccc(c3)c4cccnc4F)N,Asp
CHEMBL3142170,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)NCc3ccccn3,Asp
CHEMBL1221647,CC(C)[C@H](CC(=O)NCCn1cnc2cc(C)ccc12)C(=O)N[C@@H](CC(=O)O)C=O,Cys
CHEMBL1221690,CC(C)[C@H](CC(=O)NCCn1c(nc2ccccc12)c3cccnc3)C(=O)N[C@@H](CC(=O)O)C=O,Cys
CHEMBL2207164,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cscn4,Cys
CHEMBL2207160,Cc1cc(cs1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,Cys
CHEMBL1644462,CC(C)S[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H]1COCc2cccc(c2)C(C)NC(=O)c3cc(cc(c3)C(=O)N1)N(C)S(=O)(=O)C)C(C)C)C(=O)NCc4ccccc4,Asp
CHEMBL60535,CC(C)C[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(NC(=O)[C@H](Cc2ccccc2)NS(=O)(=O)N3CCOCC3)C(=O)O,Asp
CHEMBL2349617,CN1C(=NC2(CC(C)(C)Oc3ccc(cc23)c4cc(Cl)cc(Cl)c4)C1=O)N,Asp
CHEMBL557554,CCCN(CCC)C(=O)c1cc(Oc2ccc(F)cc2)cc(c1)C(=O)N[C@@H](Cc3cc(F)cc(F)c3)[C@H](O)CNCc4cccc(OC)c4,Asp
CHEMBL540730,CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc3cccc(OC)c3)\C(=N/OCC(C)C)\C,Asp
CHEMBL1209530,COc1ccc(cc1C(F)(F)F)c2nc(C#N)c3nc[nH]c3n2,Cys
CHEMBL1209246,CCCc1cc(nc(n1)C#N)c2cccc(Br)c2,Cys
CHEMBL1209308,CCCc1cc(nc(n1)C#N)c2cccc(CC)c2,Cys
CHEMBL495098,Clc1ccc(Cc2cc3cnc(nc3n2CCc4ccccc4)C#N)cc1,Cys
CHEMBL492633,Clc1ccc(Cc2cc3cnc(nc3n2CC4CCCCC4)C#N)cc1,Cys
CHEMBL481169,CCC(=O)Nc1ccc(OCc2cc3cnc(nc3n2CCC4CCCCC4)C#N)cc1,Cys
CHEMBL482268,OC(=O)CCc1cccc(OCc2cc3cnc(nc3n2CCC4CCCCC4)C#N)c1,Cys
CHEMBL493244,CN(Cc1cc2cnc(nc2n1CCC3CCCCC3)C#N)c4ccccc4,Cys
CHEMBL521700,Clc1ccc(CCn2c(Cc3ccc(Cl)cc3)cc4cnc(nc24)C#N)cc1,Cys
CHEMBL2349490,CN1C(=NC2(CC(C)(C)Oc3ccc(cc23)c4cc(F)cc(Cl)c4)C1=O)N,Asp
CHEMBL122919,O[C@@H]1[C@H](CC2CCCCC2)NC(=O)[C@H](COC(=O)CCC[C@H](CN3CCOCC3)OC1=O)NC(=O)COc4ccccc4,Asp
CHEMBL264474,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cn2ccnc2)NC(=O)[C@@H](CC(=O)N3CCOCC3)Cc4ccccc4,Asp
CHEMBL333073,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)N[C@H]2COC(=O)CCCC(CN3CCOCC3)OC(=O)[C@H](O)[C@H](CC4CCCCC4)NC2=O,Asp
CHEMBL31910,OC([C@H](CC1CCCCC1)NC(=O)[C@H](CC=C)NC(=O)[C@H](Cc2ccccc2)NS(=O)(=O)N3CCOCC3)C(F)(F)C(=O)NCCc4ccccn4,Asp
CHEMBL29323,FC(F)(C(=O)NCCN1CCOCC1)C(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC=C)NC(=O)[C@H](Cc3ccccc3)NC(=O)CCc4cccnc4,Asp
CHEMBL353820,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)N2Cc3ccccc3C2=O)C(=O)N[C@@H](CC4CCCCC4)C(O)C(=O)OC(C)C,Asp
CHEMBL2031151,CC(=O)N[C@@H](CC=C)[C@H](O)CN[C@H]1C[C@@]2(C[C@@H](O)C2)Oc3ncc(CC(C)(C)C)cc13,Asp
CHEMBL264854,CCCc1nc(cn2c(nnc12)C(Cc3cccnc3)C(=O)NC(CC4CCCCC4)C(=O)C(F)(F)C(=O)NCCC(C)C)c5cccnc5,Asp
CHEMBL1790076,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)O)NC(=O)Cc1ccccc1)C(C)C)C(=O)N(C)c2ccccn2,Asp
CHEMBL293328,COC(=O)C(NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)N2CCOCC2)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)CC(=O)NCCN4CCOCC4,Asp
CHEMBL31363,CC(C)CO[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3,Cys
CHEMBL493472,Clc1ccc(Cc2cc3cnc(nc3n2CCc4cccc(Cl)c4)C#N)cc1,Cys
CHEMBL1270435,CN1C(=N[C@](C1=O)(c2ccc(OC(F)F)cc2)c3cccc(OCCC(F)F)c3)N,Asp
CHEMBL82504,CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](O)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)c2ccccc2,Asp
CHEMBL166771,CCCCNC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCC)NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)C(C)C,Asp
CHEMBL3143484,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]3CCCN3C(=O)COP(=O)(O)O)C(C)C)C(=O)NCc4ccccn4,Asp
CHEMBL562487,CCn1cc2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCCF,Asp
CHEMBL554146,CCc1cn2CCS(=O)(=O)Oc3cc(cc1c23)C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCc5cccc(c5)C(F)(F)F,Asp
CHEMBL417919,CC(C)[C@@H](O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)c3cc4cc(F)ccc4[nH]3,Asp
CHEMBL22912,CC(=O)NCC#CCC(NC(=O)C(Cc1cccc2ccccc12)Cc3cccc4ccccc34)C(=O)NC(CC5CCCCC5)[C@@H](O)CC(=O)N6CCOC(CCN)C6,Asp
CHEMBL152633,CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccnn1C,Cys
CHEMBL42716,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)CC(=O)C1c2ccccc2Oc3ccccc13)C=O,Cys
CHEMBL446972,CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCc5cccc(c5)C(F)(F)F.OC=O,Asp
CHEMBL2312997,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCCCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,Cys
CHEMBL332025,O=C(NC(Cc1ccccc1)C(=O)NC2[C@@H]3OCCN3C2=O)OCc4ccccc4,Cys
CHEMBL150380,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NS(=O)(=O)c1ccc(C)cc1)C=O,Cys
CHEMBL357595,CC(C)C[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C=O,Cys
CHEMBL1783181,Cc1cc(Cl)c(OCCOc2ccc(cc2)C3=C(C4CNCC(C3)N4)C(=O)N(Cc5cccc(C)c5C)C6CC6)c(Cl)c1,Asp
CHEMBL1783186,CCCCNC(=O)C(C)CC(O)C(N)CC(CNC(=O)c1cccc(OCCCOC)c1)C(C)C,Asp
CHEMBL1270134,CN1C(=N[C@](C1=O)(c2ccc(OC(F)F)cc2)c3cccc(CCCC(F)(F)F)c3)N,Asp
CHEMBL1270835,CN1C(=N[C@](C1=O)(c2ccc(OC(F)F)cc2)c3ccc(F)c(c3)C#CCCCF)N,Asp
CHEMBL2348693,COCC[C@@H]1CCCN1S(=O)(=O)c2ccc3N(CCCCF)C(=O)C(=O)c3c2,Cys
CHEMBL423182,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2cc[nH]n2)NC(=O)[C@@H](CC(=O)N3CCN(C)CC3)Cc4ccccc4,Asp
CHEMBL1824646,COc1cc2c(cn1)c(C(=O)N3CCNCC3)c(Oc4cc(F)ccc4C)n2c5ccccc5,Asp
CHEMBL2348692,CCCCN1C(=O)C(=O)c2cc(ccc12)S(=O)(=O)N3CCC[C@H]3CCOC,Cys
CHEMBL213904,OCCN1CCN(CC1)c2ccc(Br)cc2NC(=O)c3cccc4ccccc34,Asp
CHEMBL2312676,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(c5)C(=O)NCCN6CCOCC6,Cys
CHEMBL476216,CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]3CN(Cc4ccccc4Cl)CCN3,Asp
CHEMBL219536,CN1CCN(CC1)c2ccc(CCNC(=O)c3cnc(nc3NC4CCCCC4)C#N)cc2,Cys
CHEMBL536992,Cl.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NC(C)(C)C(=O)N)C(C)C)ccc1OC,Asp
CHEMBL557977,Cl.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCc2ccccn2)C(C)C)ccc1OC,Asp
CHEMBL537668,Cl.CNC(=O)CCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C,Asp
CHEMBL536761,Cl.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)N[C@@H](CO)C(=O)N)C(C)C)ccc1OC,Asp
CHEMBL1762347,FCCOCCOc1ccc(CN2C(=O)C(=O)c3cc(ccc23)S(=O)(=O)N4CC[C@H]4COc5ccccc5)cc1,Cys
CHEMBL1762349,FCCOc1ccc(CN2C(=O)C(=O)c3cc(ccc23)S(=O)(=O)N4CC[C@H]4COc5cccnc5)cc1,Cys
CHEMBL1270436,CN1C(=N[C@](C1=O)(c2ccc(OC(F)F)cc2)c3ccc(F)c(OCCC=C(F)F)c3)N,Asp
CHEMBL1821828,COc1cccnc1c2ccc3nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc3c2,Asp
CHEMBL332260,CC(C)C[C@H](NC(=O)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)N[C@@H](CC2CCCCC2)[C@@H](O)CC(=O)N[C@@H](C(C)C)C(=O)NCc3ccc(cc3)C(=O)O,Asp
CHEMBL1818071,COCCCC[C@](O)([C@H]1CN(CCO1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3cccc(Cl)c3c4cccc(SC)c4,Asp
CHEMBL1818069,CCc1cccc(c1)c2c(Cl)cccc2[C@](O)(CCCCOC)[C@H]3CN(CCO3)C(=O)[C@H]4C[C@@H](N)[C@@H](O)C4,Asp
CHEMBL1818065,CC(=O)NCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3cccc(Cl)c3c4cccc(C)c4,Asp
CHEMBL1270336,CN1C(=N[C@](C1=O)(c2ccc(OC(F)F)cc2)c3cccc(c3)C(F)CCCF)N,Asp
CHEMBL252784,CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F,Cys
CHEMBL252582,CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(Cl)Cl)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F,Cys
CHEMBL1824936,Cc1ccc(F)c(C)c1Oc2c(C(=O)N3CCNCC3)c4ncccc4n2c5ccccc5,Asp
CHEMBL1824945,C[C@H]1CN(CCN1)C(=O)c2c(Oc3c(C)cccc3C)n(C4CCCCC4)c5cccnc25,Asp
CHEMBL1824961,Cc1cccc(C)c1Oc2c(C(=O)N3CCNCC3)c4ncc(O)cc4n2c5ccccc5,Asp
CHEMBL53115,CC(C)[C@@H](O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)c3nc4ccccc4[nH]3,Asp
CHEMBL2031141,C[C@@H]1C[C@]2(C1)C[C@H](NC[C@@H](O)[C@H](Cc3ccc(F)cc3)NC(=O)C)c4cc(CC(C)(C)C)cnc4O2,Asp
CHEMBL85296,CCCC[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)C(=O)NOCc2ccccc2,Cys
CHEMBL2031143,C[C@@H]1C[C@]2(C1)C[C@H](NC[C@@H](O)[C@H](Cc3ccc(F)c(F)c3)NC(=O)C)c4cc(CC(C)(C)C)cnc4O2,Asp
CHEMBL2030994,CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)CN[C@H]2C[C@@]3(C[C@H](F)C3)Oc4ncc(CC(C)(C)C)cc24,Asp
CHEMBL1821830,CC(Cc1cc2cc(ccc2nc1N)c3ccccc3C(=O)C)C(=O)NCCC(C)(C)C,Asp
CHEMBL2030998,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]2CC3(CCC3)Oc4ncc(CC(C)(C)C)cc24,Asp
CHEMBL1276270,CCCCNC(=O)[C@@H](NC[C@@H]1CCCCOc2ccccc2C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N1)C(C)C,Asp
CHEMBL241032,CCc1nc(N)nc(N)c1c2ccc3OC(C)(C(=O)N(CCNC(=O)OC)c3c2)c4cc(F)cc(F)c4,Asp
CHEMBL239078,CCc1nc(N)nc(N)c1c2ccc3OC(C)(C(=O)N(CCNC(=O)C)c3c2)c4cc(F)ccc4F,Asp
CHEMBL240355,CCc1nc(N)nc(N)c1c2ccc3OC(C)(C)C(=O)N(CCNC(=O)C)c3c2,Asp
CHEMBL297929,CCOC(=O)N[C@@H](Cc1ccc(I)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C,Asp
CHEMBL153239,O=C(N[C@@H](CCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3,Cys
CHEMBL346441,CC(C)SC[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C,Asp
CHEMBL110553,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)CCNC(=O)[C@H](Cc2ccccc2)NC(=O)N3CCOCC3)C(=O)NCc4cnc(C)nc4N,Asp
CHEMBL3321933,COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc3ccc(cc3)c4nnn[nH]4)cc1OC,Asp
CHEMBL3645161,C[C@]1(CCSC(=N1)N)c2cccc(NC(=O)c3cnc(OCC(F)F)cn3)c2,Asp
CHEMBL3656129,COC1CCC2(CC1)Cc3ccc(cc3C24ON(C)C(=N4)N)c5cc(F)cc(c5)C#N,Asp
CHEMBL305162,CCN1C[C@H](OC1=O)[C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](Cc4ccc(OC)cc4)NC(=O)N5C[C@H](OCOCCOC)[C@@H](C5)OCOCCOC,Asp
CHEMBL326043,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N2CCC(CC2)OCOC)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)N4CCOCC4,Asp
CHEMBL449314,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3CN(CC3=O)C(=O)c4ccccc4,Cys
CHEMBL501877,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3CN(CC3=O)C(=O)Nc4ccccc4,Cys
CHEMBL143239,CC(C)[C@H](NC(=O)C[C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)C(O)c2ccccc2c3ccccc3)C(=O)Nc4cc(cc(c4)C(=O)O)C(=O)O,Asp
CHEMBL336115,COC(=O)c1cccc(N[C@@H](Cc2cccc(C)c2)C(=O)N[C@@H](COCc3cccc(c3)C(=O)O)C#N)c1,Cys
CHEMBL115073,Cc1ccc(cc1)S(=O)(=O)N2CC(CC2C(=O)N[C@@H](Cc3ccccc3)C=O)N=[N+]=[N-],Cys
CHEMBL492619,CC(C)C(Nc1cccc(Cl)c1)C(=O)N2CCCCN2C#N,Cys
CHEMBL502439,CC(C)C(Nc1cccc(c1)C#N)C(=O)N2CCCCN2C#N,Cys
CHEMBL534739,Cl.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCS(=O)(=O)C(C)(C)C)C(C)C)ccc1OC,Asp
CHEMBL3142214,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)CS(=O)(=O)C(C)C,Asp
CHEMBL297701,CCCNC(=O)N[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)C(C)C,Asp
CHEMBL48343,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)NC(=O)OCCN(C)C,Asp
CHEMBL567687,COc1ccc(cc1OC(C)C)C2(N=C(N)N(C)C2=O)c3cccc(c3)c4cccnc4,Asp
CHEMBL201914,CSc1ccc(cc1)c2ccccc2C3CCC(F)(F)CC3C(=O)NCC#N,Cys
CHEMBL3144507,CC(C)CCNC(=O)C(=C)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)C,Asp
CHEMBL3143452,CC(C)CCNC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C,Asp
CHEMBL2111811,CC(C)CNC(=O)C(=C)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)Cn3ccnn3,Asp
CHEMBL3143348,CC(C)CC(=O)NC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C,Asp
CHEMBL566638,COc1ccc(cc1OC2CCCC2)C3(N=C(N)N(C)C3=O)c4cccc(c4)c5cccnc5,Asp
CHEMBL330538,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)CSCC(=O)NCc4ccncc4,Asp
CHEMBL84249,CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](O)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)c2ccccc2,Asp
CHEMBL399063,CC(C)CS(=O)(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N,Cys
CHEMBL2052021,CC(C)C[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccccc4)C(=O)O.CC(=O)O,Asp
CHEMBL300711,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N2CCC(CC2)OCOC)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)C[C@H](NC(=O)OCCN(C)C)C(C)C,Asp
CHEMBL249757,CC(C)(C)Cn1c(Cn2ccnn2)cc3cnc(nc13)C#N,Cys
CHEMBL152940,Cc1ccccc1COC[C@H](NC(=O)[C@H](CC(C)(C)C)NC(=O)N2CCOCC2)C#N,Cys
CHEMBL2023124,CNC[C@H](CC1CCOCC1)NC(=O)N2CCC[C@H](C2)[C@@H](OCCNC(=O)OC)c3cccc(Cl)c3,Asp
CHEMBL553612,CO\N=C(/C)\c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc3cccc(OC)c3)N(C)S(=O)(=O)C,Asp
CHEMBL541976,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c3cc(cc(c3)C(=O)NC(C)c4ccc(F)cc4)C(=O)C)c1,Asp
