Molecule;Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
CHEMBL1834019;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCC4CCC(CNS(=O)(=O)C)CC4;Ki;55;7.26;583.97;5.89
CHEMBL1834013;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCCCNS(=O)(=O)C;Ki;60;7.22;571.96;6.04
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;2.5;8.6;426.52;4.6
CHEMBL572097;C[C@H](NC(=O)C(C)(C)Nc1cc2ccccc2cn1)[C@@H](Cc3ccc(Cl)cc3)c4cccc(c4)C#N;IC50;10.1;8;497.04;6.48
CHEMBL1097456;CC1(C)CC(NC(=O)CC(O)C(F)(F)F)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl;IC50;1.7;8.77;573.83;7.41
CHEMBL2436757;CCCCC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5;Ki;19.47;7.71;523.47;6.06
CHEMBL2436760;Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCC(CC4)NC(=O)C5CCCC5)c6ccccc6Cl;Ki;1.54;8.81;535.48;6.06
CHEMBL111724;CCCCCCC(C)(C)c1cc(O)c2c(OC(C)(C)c3ccc(CO)cc23)c1;Ki;0.1;10;382.54;6.43
CHEMBL2180208;CCCNC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5;Ki;28;7.55;524.46;5.47
CHEMBL527031;COc1cccc2c3C(=O)N(C=Cc3n(CCN4CCOCC4)c12)[C@H]5[C@@]6(C)CC[C@H](C6)C5(C)C;Ki;16;7.8;463.62;4.68
CHEMBL3913360;;EC50;73;7.14;;
CHEMBL2296779;Cc1c(NC(=O)N2CCCCC2)nn(c3ccc(Cl)cc3Cl)c1c4ccc(Br)cc4;Ki;46.99;7.33;508.25;6.93
CHEMBL2296786;COc1ccc(cc1)c2c(F)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;18.2;7.74;463.34;5.12
CHEMBL559612;CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;8;8.1;376.58;5.66
CHEMBL1765684;COc1ccc(cc1)c2c(C)c(nn2c3ccccc3Br)C(=O)NC4(CCCCC4)C#N;Ki;15.7;7.8;493.41;5.58
CHEMBL2316382;COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(n1)C(=O)NCC4CCOCC4;IC50;15;7.82;495.6;3.53
CHEMBL2316379;O=C(NCC1CCOCC1)c2ncccc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35;IC50;5;8.3;470.53;3.28
CHEMBL3260734;COC1=NN2C(=O)N(Cc3ccc(nc3)C(F)(F)F)N=C2C(=C1c4ccc(Cl)cc4)c5ccncc5;Ki;10;8;512.88;4.74
CHEMBL2296782;Cc1c(nn(CCCCCCl)c1c2ccccc2)C(=O)Nc3ccc(cc3)c4ccsc4;Ki;19.8;7.7;464.03;7.25
CHEMBL36250;Cc1c(nn(c2ccc(Cl)cc2)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;60.39;7.22;429.35;5.29
CHEMBL4094098;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(F)nc4;IC50;1.2;8.92;617.41;6.6
CHEMBL4068708;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(cn4)C(F)(F)F;IC50;0.61;9.21;667.42;7.48
CHEMBL3921520;FC(F)(F)S(=O)(=O)N1CCC(CC1)NC2=CC(=O)Nc3ccc(cc23)C(c4ccc(Cl)cc4)c5nccs5;EC50;4.4;8.36;583.06;5.54
CHEMBL3955693;Clc1ccc(cc1)C(c2ccc3nccc(\C=C\c4ccccc4)c3c2)c5cccs5;EC50;97.3;7.01;438;8.3
CHEMBL2381801;Cc1c(C(=O)c2ccc3ccccc3c2)c4cccc5OC[C@@H](CN6CCOCC6)n1c45.CS(=O)(=O)O;Ki;12.2;7.91;522.62;4.6
CHEMBL267227;CCCCCc1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C;Ki;28.5;7.54;314.47;5.74
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;12;7.92;463.8;5.94
CHEMBL67464;CCCCCCCc1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C;Ki;21.88;7.66;342.52;6.52
CHEMBL3977295;C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)c5nc[nH]n5)c6ccccc6;EC50;12;7.92;582.04;5.47
CHEMBL3938215;C[C@@H](NC(=O)c1nn(c2ccc(cc2Cl)C(F)(F)F)c3\C(=C\c4ccc(Cl)s4)\CCCCc13)c5ccccn5;EC50;8;8.1;591.49;8.41
CHEMBL271158;CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4ccccc24)C1(C)C;Ki;12;7.92;339.48;4.93
CHEMBL3347370;Cl.COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@@H](C)N(C)[C@@H](C)C4;EC50;25.12;7.6;434.02;4.39
CHEMBL3930555;C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(Cl)cc4)\CN(Cc13)C(=O)c5nc[nH]n5)c6ccccn6;EC50;28;7.55;599.48;5.38
CHEMBL3893051;;EC50;95;7.02;;
CHEMBL465;CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1;EC50;77.5;7.11;314.47;5.74
CHEMBL2152815;CN(C)CCN1C=C(C(=O)N[C@H]2[C@]3(C)CCC(C3)C2(C)C)C(=O)c4ccc(Sc5ccccc5)cc14;Ki;28.8;7.54;503.71;5.66
CHEMBL3944623;;EC50;23;7.64;;
CHEMBL3943971;;EC50;10;8;;
CHEMBL3900016;;EC50;7;8.15;;
CHEMBL3972302;;EC50;81;7.09;;
CHEMBL3894411;;EC50;11;7.96;;
CHEMBL3932505;COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)c6nc[nH]n6)cc1;EC50;15;7.82;628.52;5.99
CHEMBL3966803;C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(Cl)cn4)\CCCc13)c5ccccn5;EC50;22;7.66;504.42;6.34
CHEMBL3913457;C[C@@H](NC(=O)c1nn(c2ccc(cc2Cl)C(F)(F)F)c3\C(=C\c4ccc(Cl)s4)\CCCc13)c5ccccn5;EC50;18;7.75;577.46;8.02
CHEMBL559612;CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;4.9;8.31;376.58;5.66
CHEMBL256752;C[C@@]12CC[C@@H](C1)C(C)(C)[C@H]2NC(=O)c3ccc(Br)c(c3)S(=O)(=O)N4CCCCC4;Ki;93;7.03;483.47;4.57
CHEMBL3915650;Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCS(=O)(=O)CC4)c5ccccc5Cl;Ki;32.1;7.49;474.37;4.02
CHEMBL189676;CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)cc3)C(=O)NN4CCCCC4;Ki;3.5;8.46;522.27;6.3
CHEMBL16901;Oc1ccc(cc1CC=C)c2cc(CC=C)ccc2O;Ki;6.46;8.19;266.34;4.22
CHEMBL181629;Cc1ccc(cc1)c2cc(C#N)c(OCc3ccc(F)c(F)c3)nc2c4ccc(Cl)cc4Cl;IC50;6.3;8.2;481.33;7.76
CHEMBL360763;CCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccccc3)c4ccc(Cl)cc4Cl;EC50;21;7.68;511.84;7.7
CHEMBL4082908;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NN4CCCC(O)C4;Ki;0.27;9.57;621.47;4.92
CHEMBL4066563;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(nc4)C(F)(F)F;Ki;0.31;9.51;667.42;7.48
CHEMBL4078689;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCF)cc3)C(=O)NN4CCCCC4;IC50;6;8.22;505.42;6.02
CHEMBL4083220;CC(C)[C@H](NC(=O)c1nn(Cc2ccc(F)cc2)c3ccccc13)C(=O)N;EC50;2.1;8.68;368.41;2.46
CHEMBL225506;CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1;Ki;5.2;8.28;403.61;6.29
CHEMBL230716;C[C@H](NS(=O)(=O)c1cc(F)cc(F)c1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;5.1;8.29;460.93;5.18
CHEMBL389114;C[C@H](NS(=O)(=O)c1cc(Cl)ccc1Cl)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;7.4;8.13;493.84;6.21
CHEMBL2436762;Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCC(CC4)NC(=O)CC5CCCC5)c6ccccc6Cl;Ki;2.02;8.7;549.51;6.45
CHEMBL2436761;CC(C)CCC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5;Ki;2.67;8.57;537.5;6.31
CHEMBL2436760;Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCC(CC4)NC(=O)C5CCCC5)c6ccccc6Cl;Ki;1.54;8.81;535.48;6.06
CHEMBL230583;O[C@@H]1[C@H](Cc2ccccc12)NC(=O)c3cn(c4ccc(Cl)cc4)c(n3)c5ccccc5Cl;Ki;41;7.39;464.35;5.23
CHEMBL4078689;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCF)cc3)C(=O)NN4CCCCC4;IC50;6.31;8.2;505.42;6.02
CHEMBL4067800;CCCCS(=O)(=O)Oc1ccc(cc1)n2c(C)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;1.259;8.9;565.52;5.79
CHEMBL3925964;;EC50;29;7.54;;
CHEMBL3971778;;EC50;94;7.03;;
CHEMBL4078901;Fc1ccc(cc1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;23;7.64;340.79;5.79
CHEMBL3943139;;EC50;36;7.44;;
CHEMBL3260743;CCN1N=C2N(N(Cc3ccc(nc3C)C(F)(F)F)C(=O)C(=C2c4ccc(Cl)cc4)c5ccncc5)C1=O;Ki;4.5;8.35;540.93;4.83
CHEMBL3945880;FC(F)(F)S(=O)(=O)N1CCC(CC1)NC2=CC(=O)Nc3ccc(cc23)C(c4ccc(Cl)cc4)c5ccc(Cl)cc5;EC50;1.2;8.92;610.49;6.74
CHEMBL2029718;CN(CCCC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5;Ki;7.1;8.15;451.61;3.84
CHEMBL1910034;Cc1ccc(cc1)[C@@H](N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;Ki;1.1;8.96;460.45;6.05
CHEMBL1095499;CC1(C)CC(NC(=O)C2(O)CC2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl;IC50;6.5;8.19;517.84;6.62
CHEMBL1095789;CCc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;2.1;8.68;555.89;7.69
CHEMBL1098876;Cc1nc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;2;8.7;542.85;6.83
CHEMBL412262;CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4;Ki;4.1;8.39;487.41;4.76
CHEMBL1682275;OCCNC(=O)C1CCN(Cc2onc(n2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1;Ki;3.981;8.4;502.02;3.09
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;21;7.68;426.52;4.6
CHEMBL456341;CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C(=O)O;Ki;32.3;7.49;400.56;6.32
CHEMBL1801352;C[C@@H](NC(=O)C1(CC1)NC(=O)c2cncnc2)c3ccc(cc3F)n4nc(Cl)c5ccccc45;Ki;0.18;9.74;478.92;3.75
CHEMBL2338173;O=C(NC12CC3CC(CC(C3)C1)C2)c4nn(CCN5CCOCC5)c6ccccc46;Ki;6.8;8.17;408.55;3.07
CHEMBL1270463;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCCCNCCCCCCCN;Ki;46.7;7.33;607.07;7.99
CHEMBL1085259;COC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;19;7.72;448.78;7.62
CHEMBL465;CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1;Ki;18;7.75;314.47;5.74
CHEMBL522522;CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;EC50;4.8;8.32;529.54;7.28
CHEMBL461427;CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCCC4;EC50;36.4;7.44;501.48;6.5
CHEMBL460986;CCCC#Cc1ccc(s1)c2c(CC)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;13.8;7.86;515.51;6.75
CHEMBL460343;CC(C)CC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;12.1;7.92;515.51;6.74
CHEMBL465;CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1;Ki;2.9;8.54;314.47;5.74
CHEMBL522165;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CC(C)(C)C)s3)C(=O)NN4CCCCC4;IC50;32.7;7.49;515.51;6.74
CHEMBL521366;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccc(Cl)c4;Ki;2.8;8.55;396.96;6.98
CHEMBL3259829;CCCN1N=C2N(N(Cc3ccc(nc3C)C(F)(F)F)C(=O)C(=C2c4ccc(Cl)cc4)c5ccc(cc5)C#N)C1=O;Ki;1.7;8.77;578.98;5.7
CHEMBL1083025;CC1(C)CC(NC(=O)CCO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl;IC50;1.7;8.77;505.83;6.48
CHEMBL3983209;;EC50;15;7.82;;
CHEMBL3109744;O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCC3CC3)c(c2)c4cc(ccc4Cl)C(F)(F)F;Ki;67.7;7.17;468.9;5.24
CHEMBL3109780;CN(CC1CC1)c2ncc(cc2c3ccc(Cl)cc3)C(=O)N[C@@H]4CCCC[C@H]4O;Ki;51.1;7.29;413.95;4.28
CHEMBL3931509;;EC50;7;8.15;;
CHEMBL3903362;;EC50;52;7.28;;
CHEMBL3915356;;EC50;54;7.27;;
CHEMBL3109748;COc1ccc(cc1)c2cc(cnc2OCC3CC3)C(=O)N[C@@H]4CCCC[C@H]4O;Ki;66.4;7.18;396.49;3.58
CHEMBL3109747;O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCC3CC3)c(c2)c4ccc(OC(F)(F)F)cc4;Ki;23.6;7.63;450.46;4.47
CHEMBL3952365;;EC50;100;7;;
CHEMBL3937947;;EC50;70;7.16;;
CHEMBL3109763;Cc1c(cc(c2cc(ccc2Cl)C(F)(F)F)n1CC3CCCCC3)C(=O)N[C@@H]4CCCC[C@H]4O;IC50;9.5;8.02;497;6.75
CHEMBL3958100;Fc1cccc(\C=C\C2=CC(=O)Nc3ccc(cc23)C(c4ccc(Cl)cc4)c5ccsc5)c1;EC50;22;7.66;471.98;7.73
CHEMBL2022696;Fc1ccc(CN2C=CC=C(C(=O)NC3CCCCC3)C2=O)cc1;Ki;70;7.16;328.39;3.1
CHEMBL2436755;Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCC(CC4)NC(=O)Oc5ccccc5)c6ccccc6Cl;Ki;2.55;8.59;559.46;6.55
CHEMBL3955509;;EC50;99;7;;
CHEMBL285932;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;EC50;70;7.16;555.25;5.89
CHEMBL195050;CCN(CC)S(=O)(=O)N\C(=N/C)\N1CC(C(=N1)c2ccc(Cl)cc2)c3ccccc3;Ki;30;7.52;447.99;3.31
CHEMBL2029727;CCN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4C[C@@H](CCc4n3C)C5CCOCC5;Ki;4.2;8.38;437.58;3.45
CHEMBL2029725;CN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4C[C@@H](CCc4n3C)C5CCOCC5;Ki;24.5;7.61;423.56;3.06
CHEMBL2029724;CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c3CC(CCc3n2C)C4CCOCC4;Ki;53.7;7.27;425.57;3.31
CHEMBL498527;CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(Sc6ccccc6)cc15;Ki;5.3;8.28;500.71;7.04
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;13.3;7.88;426.52;4.6
CHEMBL285932;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;Ki;2.3;8.64;555.25;5.89
CHEMBL3260748;CC(C)N1N=C2N(N(Cc3ccc(nc3C)C(F)(F)F)C(=O)C(=C2c4ccc(Cl)cc4)c5ccc(cc5)C#N)C1=O;Ki;1.9;8.72;578.98;5.87
CHEMBL3260744;CCN1N=C2N(N(Cc3ccc(nc3C)C(F)(F)F)C(=O)C(=C2c4ccc(Cl)cc4)c5ccncc5C)C1=O;Ki;8.4;8.08;554.96;5.14
CHEMBL3260753;CCN1N=C2N(N(Cc3ccc(nc3C)C(F)(F)F)C(=O)C(=C2c4ccc(Cl)cc4)c5cnc(C)nc5)C1=O;Ki;4.7;8.33;555.95;4.53
CHEMBL2063241;COCC(=O)NC1CCCOc2c1nn(c3ccccc3Cl)c2c4ccc(Cl)cc4;Ki;1.4;8.85;446.33;4.82
CHEMBL2063246;Clc1ccc(cc1)c2c3OCCCC(NC(=O)C4(CC4)C#N)c3nn2c5ccccc5Cl;Ki;0.13;9.89;467.36;5.48
CHEMBL2063247;Clc1ccc(cc1)c2c3OCCCC(NC(=O)c4ccon4)c3nn2c5ccccc5Cl;Ki;1.6;8.8;469.33;5.48
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;25;7.6;463.8;5.94
CHEMBL3943652;;EC50;12;7.92;;
CHEMBL3940187;Fc1ccc(COc2cc(ncc2Cl)C(=O)N[C@@H](c3cccnc3)C(F)(F)F)cc1;EC50;90.1;7.04;439.8;4.88
CHEMBL3974719;;EC50;79;7.1;;
CHEMBL4102128;Fc1ccc(CN2N=C(C=C(C(=O)NC3CCCCCC3)C2=O)c4ccccc4)cc1;Ki;33;7.48;419.5;4.55
CHEMBL3977520;;EC50;36;7.44;;
CHEMBL3913525;;EC50;25;7.6;;
CHEMBL3986695;;EC50;3;8.52;;
CHEMBL3927846;;EC50;63;7.2;;
CHEMBL4068853;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(C)(C)C)cc3)C(=O)NN4CCCCC4;Ki;0.6;9.22;593.58;6.43
CHEMBL4068708;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(cn4)C(F)(F)F;Ki;0.19;9.72;667.42;7.48
CHEMBL4095223;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1.2;8.92;619.49;6.34
CHEMBL3900808;;EC50;11;7.96;;
CHEMBL3985500;;EC50;25;7.6;;
CHEMBL3978476;;EC50;31;7.51;;
CHEMBL3986705;;EC50;64;7.19;;
CHEMBL3934175;;EC50;36;7.44;;
CHEMBL559612;CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;1.4;8.85;376.58;5.66
CHEMBL3936647;;EC50;27;7.57;;
CHEMBL201602;CC1=Nc2c(nn(c3ccccc3Cl)c2c4ccc(Cl)cc4)C(=O)N1CC(F)(F)F;Ki;0.6;9.22;453.25;5.43
CHEMBL220360;C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;Ki;0.3;9.52;515.96;6.31
CHEMBL2218896;CCCCCCC(C)(C)c1cc(O)c2C3CC(=O)CCC3C(C)(C)Oc2c1;Ki;3.981;8.4;372.55;6.26
CHEMBL3983422;;EC50;20;7.7;;
CHEMBL4094098;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(F)nc4;IC50;1.259;8.9;617.41;6.6
CHEMBL2436758;Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCC(CC4)NC(=O)CC5CCCCC5)c6ccccc6Cl;Ki;1.93;8.71;563.53;6.84
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;IC50;16;7.8;426.52;4.6
CHEMBL2436761;CC(C)CCC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5;Ki;2.67;8.57;537.5;6.31
CHEMBL3944976;FC(F)(F)c1ccc(\C=C\C2=CC(=O)Nc3ccc(cc23)C(c4ccc(Cl)cc4)c5cccs5)cc1;EC50;15.1;7.82;521.99;8.61
CHEMBL3986218;Clc1ccc(cc1)C(c2ccc3NC(=O)C=C(\C=C\c4ccccc4)c3c2)c5nccs5;EC50;34.6;7.46;454.98;6.99
CHEMBL146346;CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCOC(CO)CO;Ki;25;7.6;364.57;5.5
CHEMBL519575;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccs4;Ki;12.3;7.91;368.54;6.39
CHEMBL460545;Oc1cc(cc(O)c1c2cc(Cl)cc(Cl)c2)C(=O)c3ccccc3;Ki;27;7.57;359.21;5.3
CHEMBL3798943;Cl.Cc1ccccc1N2CCN(CCCNC(=O)Oc3cccc4ccccc34)CC2;EC50;9.1;8.04;439.99;4.45
CHEMBL3798331;Cl.Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc4[nH]cnc34)CC2)c1Cl;EC50;4.4;8.36;498.84;4.56
CHEMBL3921520;;EC50;15;7.82;;
CHEMBL3945880;;EC50;8;8.1;;
CHEMBL3971453;CS(=O)(=O)NC1(CCC(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6;Ki;6.21;8.21;592.55;6.89
CHEMBL3913776;CC(=O)NC1(CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6;Ki;6;8.22;557.49;6.42
CHEMBL373626;C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;0.5;9.3;490.95;6.44
CHEMBL381492;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)c4cccc5ccccc45;Ki;11.7;7.93;370.49;6.82
CHEMBL285932;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;Ki;7.49;8.13;555.25;5.89
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;9.2;8.04;426.52;4.6
CHEMBL3798334;COc1ccccc1N2CCN(CCCNC(=O)Oc3cccc4ccccc34)CC2;EC50;19;7.72;419.53;4.15
CHEMBL158784;CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;Ki;25;7.6;487.41;4.76
CHEMBL220360;C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
CHEMBL4102969;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCc4ccccc4)cc3)C(=O)NN5CCCCC5;IC50;19.95;7.7;535.48;6.86
CHEMBL4086535;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;1.259;8.9;555.43;7.01
CHEMBL4062749;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@@H]4CCCC[C@@H]4O;IC50;1.585;8.8;620.48;5.85
CHEMBL4078689;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCCF)cc3)C(=O)NN4CCCCC4;Ki;0.1;10;505.42;6.02
CHEMBL4085844;Cc1cccc(c1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;74;7.13;336.82;5.96
CHEMBL4067016;Clc1ccc(NC(=O)Nc2cccc(c2)c3cc(Cl)cc(Cl)c3)cc1;IC50;22;7.66;391.69;6.96
CHEMBL410727;Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NCc4ccc(Cl)c(Cl)c4;IC50;50;7.3;522.26;7.13
CHEMBL2436762;Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCC(CC4)NC(=O)CC5CCCC5)c6ccccc6Cl;Ki;2.02;8.7;549.51;6.45
CHEMBL15874;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCCCC4;Ki;3.7;8.43;462.81;6.87
CHEMBL4082908;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NN4CCCC(O)C4;IC50;2.512;8.6;621.47;4.92
CHEMBL4063825;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NC4CCC(O)CC4;IC50;3.981;8.4;620.48;5.85
