Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCC[C@H](O)C4;IC50;1.259;8.9;620.48;5.85
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@@H]4CCCC[C@H]4O;IC50;1.585;8.8;620.48;5.85
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)c5nc[nH]n5)c6ccccc6;EC50;15;7.82;616.48;6.12
C[C@H](Oc1cc(ncc1C2CC2)C(=O)NC(C)(C3CC3)c4noc(C)n4)C(F)(F)F;EC50;15;7.82;424.42;4.04
;EC50;2.09;8.68;;
COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccn5)C(=O)CS(=O)(=O)N)cc1;EC50;8;8.1;655.56;4.25
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.74;9.13;515.96;6.31
;EC50;9.05;8.04;;
Cc1onc(n1)C(C)(NC(=O)c2cc(OCC(F)(F)F)c(cn2)C3(F)CCC3)C4CC4;EC50;32;7.5;442.41;4.12
Cc1ccc(cc1)c2ncc(nc2c3ccc(C)cc3)C(=O)NN4CCCCC4;IC50;6;8.22;386.5;4.56
;EC50;29;7.54;;
CC(C)(NC(=O)c1nn(c2[C@@H]3C[C@@H]3Cc12)c4ccc(F)cc4F)c5ccccc5;EC50;15.6;7.81;393.44;4.48
CCCCCCC(C)(C)c1cc(O)c2[C@H]3CC(=CC[C@@H]3C(C)(C)Oc2c1)CO;EC50;0.6;9.22;386.58;6.22
C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;4.8;8.32;505.83;6.48
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;IC50;2;8.7;426.52;4.6
Fc1ccc(\C=C\2/CCCCc3c(nn(c4ccc(Cl)c(Cl)c4)c23)C(=O)NC5(CC5)c6ccccn6)cc1;EC50;13;7.89;547.46;7.4
CC(C)(NC(=O)c1nn(CC2CCOCC2)c3[C@@H]4C[C@@H]4Cc13)c5ccccc5;EC50;2.1;8.68;379.5;3.63
CCCCCC1=NN(CC1c2ccccc2)C(=O)N[C@H]3C[C@H]4CC[C@]3(C)C4(C)C;EC50;0.631;9.2;395.59;5.95
Cl.CCN1[C@H](C)CN(C[C@@H]1C)C(=O)c2cn(CC3CCCCC3)c4c(OC)cccc24;EC50;10;8;448.05;4.78
Cl.CCN1CCN(C[C@@H]1C)C(=O)c2cn(CC3CCCCC3)c4c(OC)cccc24;EC50;39.81;7.4;434.02;4.4
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;0.21;9.68;376.58;5.66
NC(=O)CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;32;7.5;530.44;3.62
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;0.631;9.2;376.58;5.66
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)Nc4ccc(nc4)C(F)(F)F;IC50;1.995;8.7;667.42;7.48
Clc1ccc(cc1Cl)n2nc(C(=O)NC34CC5CC(CC(C5)C3)C4)c6CCCCc26;EC50;37;7.43;444.41;5.76
C[C@@H](Oc1cc(ncc1C2CC2)C(=O)NC(C)(C3CC3)c4noc(C)n4)C(F)(F)F;EC50;17;7.77;424.42;4.04
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;EC50;2.4;8.62;515.96;6.31
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;19.95;7.7;376.58;5.66
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(C)(C)C)cc3)C(=O)NN4CCCCC4;IC50;1.995;8.7;593.58;6.43
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OCCC(F)(F)F)cc3)C(=O)NN4CCCCC4;IC50;5.012;8.3;541.4;6.62
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@H]4CCCC[C@H]4N;IC50;6.31;8.2;619.49;5.82
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.29;9.54;515.96;6.31
CCC(CC)(NC(=O)c1ccc(C2CC2)c(OCC3CCCO3)n1)C(=O)OC;EC50;71;7.15;390.48;2.98
CC1(C)C(Cc2ccc(F)cc2NC(=O)Nc3ccc(cc3)S(=O)(=O)N)C(=O)N(C1=O)c4ccc(F)c(c4)C(F)(F)F;IC50;10;8;610.56;5.03
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;EC50;31.62;7.5;426.52;4.6
CNC(=O)C(C)(C)NC(=O)c1ccc(N2CCC(F)(F)C2)c(OCC3CC3)n1;EC50;5.8;8.24;396.44;1.97
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@@H]4CCCC[C@H]4O;IC50;1.7;8.77;620.48;5.85
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)N[C@@H]4CCCC[C@@H]4O;IC50;1.8;8.74;620.48;5.85
CN1C(=O)C(=C(NC(=O)C)c2cc(c3ccc(Cl)cc3)c(nc12)c4ccc(Cl)cc4Cl)C(=O)C;IC50;7.5;8.12;514.8;6.39
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
CC(C)(C)c1onc(NC(=O)[C@@H]2CCCN2c3ccc(cn3)C(F)(F)F)c1;EC50;53;7.28;382.39;3.99
Fc1ccc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1F;IC50;1.3;8.89;501.75;8.1
CC(C)(C)C1=Nc2nc(c3ccccc3Cl)c(cc2C4=NNC(=O)N14)c5ccc(Cl)cc5;IC50;1.9;8.72;464.36;5.9
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)NN4CCCCC4;IC50;1.8;8.74;454.36;5.04
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3c(C)ccc3C)C(=O)NC4CCCCC4;IC50;25;7.6;445.39;5.96
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.094;10.03;515.96;6.31
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;27.5;7.56;376.58;5.66
C[S+]([O-])Cc1ccc(C(=O)Nc2nccnc2C(=O)NCC3CCC3)c4ccccc14;EC50;32;7.5;436.54;3.29
COc1cccc(c1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;81;7.09;352.82;5.66
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;3.9;8.41;376.58;5.66
CCOC(=O)C(CC)(CC)NC(=O)c1ccc(C2CC2)c(n1)S(=O)(=O)CC(C)C;EC50;88.5;7.05;424.56;3.24
;EC50;14;7.85;;
;EC50;5;8.3;;
;EC50;7;8.15;;
;EC50;52;7.28;;
Clc1ccc(cc1)C(c2ccc(Cl)cc2)c3ccc4NC(=O)C=C(\C=C\c5ccccc5)c4c3;EC50;35.8;7.45;482.41;8.19
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;0.13;9.89;376.58;5.66
CN1C(=O)C(=C(NC(=O)C)c2cc(c3ccc(Cl)cc3)c(nc12)c4ccc(Cl)cc4Cl)C(=O)C;IC50;7.5;8.12;514.8;6.39
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC(CO)CO;EC50;23;7.64;378.55;5.03
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
CC1(C)CC(NC(=O)CO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl;IC50;1.7;8.77;491.8;6.09
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;7.93;8.1;376.58;5.66
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;1.35;8.87;463.8;5.94
NC(=O)[C@H](CC1CC1)NC(=O)c2ccc(C3CC3)c(Cc4ccc(F)cc4)n2;EC50;59;7.23;381.45;3.07
CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(Cc4ccccc4)C1=N;IC50;69;7.16;374.4;2.35
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;EC50;12.3;7.91;426.52;4.6
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;15;7.82;463.8;5.94
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;18.2;7.74;463.8;5.94
CC(C)(C)c1onc(NC(=O)[C@@H]2CCCN2c3ccc(cn3)C(F)(F)F)c1;EC50;53;7.28;382.39;3.99
;EC50;13;7.89;;
Fc1ccc(Oc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1F;IC50;3.7;8.43;487.72;8.32
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;2.512;8.6;376.58;5.66
C[C@H](NC(=O)C(C)(C)Oc1ccccn1)[C@@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;1.8;8.74;422.96;5.42
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3)C(=O)NC4CCCCC4;IC50;10;8;417.34;5.34
CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;19.95;7.7;487.41;4.76
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;14.4;7.84;376.58;5.66
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;19.95;7.7;376.58;5.66
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;2.1;8.68;376.58;5.66
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;11.22;7.95;463.8;5.94
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;13;7.89;463.8;5.94
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;IC50;63.1;7.2;426.52;4.6
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;4;8.4;463.8;5.94
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;5;8.3;376.58;5.66
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;2.28;8.64;376.58;5.66
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;10.3;7.99;376.58;5.66
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;50;7.3;463.8;5.94
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;15.7;7.8;463.8;5.94
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;0.7;9.15;376.58;5.66
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;2.2;8.66;463.8;5.94
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;2.9;8.54;463.8;5.94
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;4;8.4;463.8;5.94
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;13.5;7.87;463.8;5.94
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;2.28;8.64;376.58;5.66
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;13.2;7.88;463.8;5.94
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;15;7.82;463.8;5.94
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;0.9;9.05;376.58;5.66
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;4;8.4;463.8;5.94
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)s3)C(=O)NN4CCCCC4;IC50;50.2;7.3;469.83;6
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;18.2;7.74;463.8;5.94
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;5;8.3;463.8;5.94
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;1.43;8.85;376.58;5.66
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;12.88;7.89;376.58;5.66
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;1.5;8.82;463.8;5.94
