idx,smi,syba, SAScore, SCScore, Berzt, Withlock, Barone, SMCM, TWC
ZINC000343126460,O=C(C1CC2CCC1CC2)N1CCC(S(=O)(=O)N2CCCC2)C1,25.765646,4.108948,4.046542,562,32,505,43.741000,9
ZINC000458229402,COC1CC(NC(=O)C(c2ccccc2)N2CCSCC2)C12CCC2,44.188519,4.107518,3.622802,598,29,525,47.039000,10
,CC1CC(C)CC(C(=O)NCCC[S+](C)[O-])C1,29.353694,4.106751,2.807612,235,16,291,35.098000,6
ZINC000361378241,OC1COCC1N1CCCC(C(O)C(F)(F)F)C1,-5.402312,4.103876,3.275346,279,23,362,41.950000,7
ZINC000237205301,Cc1ccccc1-n1nc(C)c(CN(C)C(=O)CC2CC3CCC(C2)N3)c1C,33.883815,4.101923,4.574879,859,27,595,53.378000,11
ZINC000368642005,C#CCCS(=O)(=O)N1CCOC2CC21,0.580648,4.099286,2.974205,356,25,295,25.479000,6
ZINC000494746598,CN(C)CCOc1cccc(NC2C3CCOC3C23CCC3)c1,39.962954,4.098279,4.390656,556,26,489,46.179000,10
ZINC000541642779,CC(C)C(CC1CCCCC1)C(=O)N1CCC2(CCOCC2)C1C,10.654343,4.096634,4.315641,417,21,424,48.189000,10
ZINC000355231971,O=C(C1CCCSC1)N1CCSC2COCCC21,8.253085,4.094966,4.358561,305,25,387,31.159000,7
ZINC000432994276,CC(CS(=O)(=O)c1ccc(Br)cc1)C(=O)NC12CC3CC(CC(C3)C1)C2,53.319509,4.093099,3.228229,767,30,584,47.813000,11
,CCOC(C)c1nc(C[S+]([O-])C(C)C(=O)NCc2ccccc2C)cs1,79.338360,4.091984,3.137880,720,23,510,41.590000,10
ZINC000363920234,CCOc1ccc(S(=O)(=O)N2CC(C)OC3(CCOC3C)C2)cc1,6.741051,4.090514,3.782401,674,29,504,42.742000,10
ZINC000457396747,CCC(CC)NC(=O)N1C(C)CC(CC(F)(F)F)C1C,3.854178,4.089046,3.798033,328,18,333,41.594000,8
,CCCc1sc(C(=O)N2CCC(C)[S+]([O-])CC2)cc1CC,48.944484,4.088005,4.269282,474,19,400,35.691000,8
ZINC000332703709,Cc1cn2c(n1)C(CNC(=O)N1CCC(C)C(n3ccnc3)C1)CCC2,30.377751,4.087651,4.402227,752,31,567,48.467000,10
ZINC000331742995,COC1C(C)C(NC(=O)c2cnn(CC(C)C)c2C(F)F)C1(C)C,32.657359,4.086764,3.938459,598,23,447,47.679000,10
ZINC000421326071,COC(=O)C1CC2CC(NCC(=O)NCCc3ccccc3)C1C2,34.268651,4.083601,3.205521,575,29,512,48.869000,10
,COC(=O)C1(NC(=O)CCC[S+]([O-])c2ccc(Br)cc2)CCOC1,46.215419,4.080295,3.118356,574,24,457,39.781000,9
,O=C(NC1CC[S+]([O-])C1)N1CCCCC1Cc1ccccc1Br,55.605131,4.076675,4.119136,557,26,483,42.235000,9
ZINC000529361923,O=C(NC1CCNC12CCC2)N1CCc2cncnc2C1,2.018701,4.076644,4.469021,556,26,461,38.034000,9
ZINC000424513087,CC1CC(CCNC(=O)C(=O)N2CC(N)C(c3cnn(C)c3)C2)CCO1,14.809426,4.075437,4.701531,646,32,533,49.851000,10
ZINC000562743981,COc1ccc(CC(C)NC2C3CCCC2CC(N)C3)cc1OC,21.050276,4.072834,3.715132,534,22,486,48.465000,10
ZINC000459323982,CCC1OCCC1NC(=O)N(C)C1CCCCC1C(F)(F)F,15.239298,4.070467,3.360126,389,25,416,46.391000,9
,O=C(NCC(=O)N1C2CCC1C(CO)C2)C1CCCCC1,11.929940,4.068867,3.938542,406,27,423,43.974000,9
,CCn1cc(C2C[S+]([O-])CCN2C(=O)NCCN2C(=O)Cc3ccccc32)cn1,47.106209,4.068614,4.625091,901,33,616,49.333000,12
ZINC000545431787,CN1C2CCC1CN(C(=O)NC(CCc1ccccc1)C(F)(F)F)CC2,51.891751,4.068454,4.087304,607,27,525,51.316000,10
ZINC000525438481,CCCN(C(=O)NC(C)c1sc(-c2ccc(C)cc2)nc1C)C1C2CCOC2C1(C)C,55.251673,4.063686,4.132377,936,32,665,56.747000,13
ZINC000411683625,CC(C1CC1)n1nccc1NC(=O)C(=O)NC1CC1(C)C(C)C,33.436175,4.062607,3.574643,619,28,459,43.191000,9
ZINC000233896415,C#CC(CC)NS(=O)(=O)c1c(Br)nnn1C,21.287650,4.060849,3.519600,497,22,311,27.333000,6
ZINC000421779420,CC1CN(C(=O)C(=O)NC2CCSc3c(F)cccc32)C(C)C1C,12.128959,4.060814,3.690698,666,30,542,45.027000,10
ZINC000428829284,CN(C)C1(CNC(=O)NCC2(CO)CC2c2ccc(F)cc2)CCSC1,23.612793,4.060227,4.300182,634,27,513,50.265000,11
ZINC000411038070,CN(CC1CCOC1)C(=O)C(=O)N1CC2(CCCC2)C1c1ccccc1,16.022010,4.058854,4.104878,663,29,532,45.583000,11
ZINC000246401332,CSC1(CNC(=O)N(C)C2CCN(C)CC2C)CCOCC1,30.652445,4.057868,4.076726,374,20,376,37.757000,9
ZINC000418384789,CC1CCC2(CCN(C(=O)NC3CCCNC3)C2)C1,-0.162671,4.054657,3.962415,340,24,390,41.118000,8
ZINC000552922948,Cn1ccnc1CN1CCN(C(=O)NCC2CC3CCC2C3)CC1,51.606762,4.054428,4.977829,577,30,507,43.081000,9
ZINC000227789235,COC1CC(N=C(N)NC(C)C)C1(C)C,-7.032585,4.052541,2.698328,248,14,253,29.101000,6
ZINC000449612762,CCCc1ncc(CNC2CSC(C(C)C)C2)o1,23.785877,4.046972,4.060840,364,16,331,30.103000,7
,CC1Cc2ccccc2N1C(=O)C[S+]([O-])Cc1nnnn1CCOCC(F)(F)F,55.893053,4.044872,4.207329,847,30,574,50.158000,12
ZINC000261958247,C1CC(NCC2CCOC2)C(C2COCCN2)C1,-19.917589,4.044715,3.890693,250,24,374,41.320000,7
ZINC000072326732,Cc1cnc(NC(=O)C(C)N2CCC3(CCC2=O)NC(=O)c2ccccc2O3)s1,38.778700,4.042416,4.685573,974,35,658,48.954000,12
ZINC000472462108,COCCCCC(NC(=O)N1CCN(C2CC3CCC(C2)N3C)CC1)c1ccccc1,56.632509,4.042205,4.105789,678,30,597,58.494000,12
,N#CCCC[S+]([O-])Cc1nc(-c2ccsc2)no1,42.540800,4.040862,3.563527,518,21,374,26.465000,7
,CC[S+]([O-])CC(=O)NC(C)C1CCCN(C(=O)OC(C)(C)C)C1,46.569665,4.039340,2.807493,411,21,384,41.287000,9
ZINC000466057468,CCOC1CC(NC(=O)N2CCN(Cc3csc(C(C)(C)C)n3)CC2)C12CCC2,70.385688,4.037568,4.117923,716,29,550,47.465000,12
ZINC000455607851,CN1CCC2(CCN(C(=O)NCC3CCOC(C)(C)C3)C2)C1,27.774264,4.037130,4.516745,426,23,412,41.772000,9
ZINC000374262623,Cn1nncc1C(=O)N1CC2CCCC2(c2nc(-c3cnccn3)no2)C1,9.190554,4.037036,4.984905,983,36,652,49.132000,11
ZINC000334690734,CC1CC(O)CC(C)N1CC1CC(F)(F)C1,-21.603617,4.036392,3.142942,239,16,289,32.993000,6
ZINC000489940044,CC(NC(=O)NC1CCC(N(C)C)C1)C1OCCc2sccc21,27.028570,4.035703,4.302211,545,28,488,45.651000,9
ZINC000442120579,CCOc1cc2c(cc1NC(=O)C(=O)NCC1CCCC13NC(=O)NC3=O)OCCO2,36.536555,4.035390,4.587669,934,39,661,49.533000,13
ZINC000332037132,COC1(C)CC(NC(=O)NC(C)(C)CN)C1(C)C,15.361086,4.034548,3.313897,328,15,298,34.201000,7
ZINC000352377711,CC(=O)Nc1cccc(NC(=O)N2C3CCC2C(CO)C3)c1C,18.569804,4.031512,3.281164,631,28,504,43.839000,9
ZINC000352492024,CC(O)(CO)CNC(=O)C1(C)CC2CC2C1,12.296147,4.027077,2.998619,290,20,318,36.629000,7
ZINC000333510620,CN1C(=O)NCC12CCN(C(=O)C1CC1c1cccc(O)c1)CC2,-0.805957,4.026007,4.389993,681,30,526,45.696000,10
ZINC000377048964,CC(CCS(C)(=O)=O)NN1CC(N2CCCC2)CC1C,11.169780,4.024598,4.344289,406,24,357,40.185000,8
ZINC000344351476,Cc1cnc(C(C)N2CCOCC3(CCOCC3)C2)o1,27.874869,4.024241,4.064114,440,19,395,31.569000,8
ZINC000283050644,O=C(OC(C1CCCOC1)C(F)(F)F)c1ncsc1C(F)(F)F,33.144825,4.024007,3.751478,549,25,442,40.637000,9
ZINC000351963879,COCC1(C(=O)NC2C3CCCOC3C2(C)C)CC1,13.893287,4.022562,3.122761,375,24,384,39.129000,8
ZINC000553866001,O=C(NCc1nccn1CC(F)(F)F)N1CC2CCCC2(c2nc(CC3CC3)no2)C1,42.338175,4.022205,4.999721,952,37,643,53.431000,13
ZINC000450692493,CC(C)(C)C1CCN(CC2CCCCC2(F)F)CC1O,-4.928618,4.018155,3.672691,326,18,366,42.993000,8
ZINC000332871273,CC(C)CC1OCCCC1NC(=O)N1CC2OCCN(C)C2C1,12.106639,4.017390,4.240191,417,28,458,45.569000,9
ZINC000459862466,CC1CN(C(=O)C(=O)N2CCN(Cc3cccs3)CC2)CC2(CCOC2)O1,40.236957,4.016646,4.432283,666,32,550,38.834000,11
ZINC000511061158,Cc1ccc(C2OCCCC2C(=O)N2CCOC3(CCc4ccccc43)C2)cc1,27.629638,4.016354,4.226380,889,32,678,54.990000,12
ZINC000349640870,C=CC(C)(CC)C(=O)NCC1CCC(CO)O1,12.693665,4.014006,3.118112,279,18,300,34.879000,6
ZINC000480913474,COCc1nc2n(n1)CC(NC(=O)C(=O)NCC(C)(C)N1CC(C)CC(C)C1)CC2,63.131965,4.010213,3.605025,751,31,576,52.665000,12
ZINC000368215907,CCN(CC)c1ncc(CNC(C2CCCO2)C2(CO)CCC2)s1,44.893859,4.009177,4.217735,502,22,433,44.120000,10
ZINC000372821379,CCCCCn1nc(C(=O)N2C3C=CCC2CC3)c2ccccc2c1=O,18.024697,4.008242,4.067837,915,31,580,49.687000,11
ZINC000418395541,CC1(C)Oc2ccsc2C(NC(=O)NC2CCNC2)C1O,-22.051906,4.004058,3.587840,525,27,459,40.841000,9
ZINC000245631156,CCC(NS(=O)(=O)N1CC(C)OCC1C)c1c(C)noc1C,34.039911,4.001908,4.016151,594,26,435,41.551000,9
ZINC000337838248,CCC1CN(c2nnc(-c3ccccc3)n2C)CC2(CCOC2)O1,15.599287,3.999467,4.996954,694,26,532,42.394000,10
ZINC000354035716,Cc1cc(NC(=O)C(=O)N(C)C(C)C(C)S(C)(=O)=O)sn1,55.271018,3.998883,3.401167,638,25,391,30.327000,8
ZINC000337422145,CCC1CC1(NCc1nnn(CC(F)(F)F)n1)c1cccc(C)c1,16.163891,3.998392,4.092601,711,24,493,48.269000,10
ZINC000378248228,CC(C)N1C(=O)NC2(CCN(C(=O)CC3CCOC3)C2)C1=O,18.587907,3.997717,3.690723,501,29,439,40.116000,9
ZINC000290997366,CC(NC(=O)NC1CC(C)S(=O)(=O)c2sccc21)C(C)c1ccccc1,39.051959,3.997163,3.746356,877,33,584,46.997000,11
ZINC000469781607,CCOC1CC(Nc2cccc(C(F)(F)F)c2C)C12CCOCC2,36.141239,3.996433,3.264763,582,22,475,46.798000,10
ZINC000552489344,COCC1CN(C(=O)C2CCOC2c2cnn(-c3ccccc3F)c2)CC(C)(C)O1,34.526218,3.995293,4.710324,900,32,636,53.019000,12
ZINC000424494398,NC1CCCN(C(=O)C(=O)N2CC3Oc4c(F)ccc(F)c4OC3C2)C1,-12.179497,3.995212,3.481199,720,35,600,45.612000,11
,CC[S+]([O-])C1CCCC(NC(=O)Nc2cccc3[nH]ccc23)C1,54.120183,3.994685,3.860740,672,26,507,43.588000,9
ZINC000356402582,COC(=O)C1CCN(Cc2n[nH]cc2C)C1C,14.986194,3.992772,3.582998,402,19,349,28.453000,7
ZINC000519738528,CC(C)OC1CC(NC(=O)C(=O)N2CCCC(c3ccnn3C)C2)C1(C)C,36.760636,3.992391,4.412677,697,29,525,49.845000,11
ZINC000459150775,CCC(NC(=O)NC1CC1(CC)C(C)C)C(N)=O,12.182790,3.990334,3.151450,330,19,312,37.076000,7
ZINC000195019918,CC1(C)Cc2cccc(CN3CCOCC34CCOC4)c2O1,19.718785,3.990097,3.968102,563,22,470,35.113000,9
ZINC000333132966,O=C(NCCS(=O)(=O)NCC1CCCCO1)N1CCCC2(CCNC2)C1,33.846757,3.988126,4.591807,571,31,469,47.407000,10
ZINC000487035463,CC1CCC2(CCN(C(=O)C3CCCCCC(=O)C3)C2)C1,18.068403,3.987219,3.904203,419,25,435,44.064000,8
ZINC000461732620,Cc1cn(-c2ccc(C#N)cn2)nc1NC(=O)CCCCC1SCC2NC(=O)NC21,38.488572,3.985695,4.359272,982,40,675,55.433000,12
ZINC000434549607,CSC1(CNC(=O)N2CC(C)C3CCCCC32)CCC1,14.263430,3.984283,3.659863,363,24,396,40.240000,8
ZINC000247311545,O=C(Nc1ccc(Br)cc1)NC1CC2CCC1O2,29.533853,3.982380,3.185308,448,25,426,34.612000,7
ZINC000463387263,O=C(NC1CCOc2c(F)ccc(F)c21)NC1CCCC2OCCC12,11.773725,3.982217,3.739533,669,33,584,51.220000,10
ZINC000529671389,CC(C(=O)NC1C2Cc3cc(Cl)ccc3C21)C(F)(F)F,9.705157,3.981618,3.573333,572,28,479,45.613000,8
,CC1CCCCC1N(C)C(=O)C[S+]([O-])Cc1ccccc1F,41.359711,3.978440,3.066356,511,21,435,42.070000,8
ZINC000246497720,CCCCOC1CC(NC(=O)C2CCCc3[nH]ncc32)C1(C)C,35.704512,3.978262,4.246516,552,25,471,47.596000,9
ZINC000515437397,CCOC1CC(NS(=O)(=O)c2cccc(C)c2C#N)C1n1cccn1,30.387732,3.976039,3.712730,887,34,555,47.847000,10
ZINC000473184923,Cc1nc(CN2CC(F)CC2CN(C)C(=O)CC2C=CCC2)cs1,26.869335,3.974658,4.062621,602,28,483,41.418000,9
ZINC000332145129,CC1CC(C(=O)NCC2(C(O)C(C)C)CC2)CC(C)O1,27.576936,3.973215,2.850107,341,20,357,42.379000,8
ZINC000356825107,COCC1(NC(=O)NC2CCC(=O)NC2c2cncn2C)CCC1,11.682610,3.970724,4.331356,610,28,472,42.836000,10
ZINC000377868013,CC(C(=O)N(C)C)S(=O)(=O)N1CCC2(CCc3ccccc3O2)C1,37.696121,3.970493,4.023272,746,29,502,41.540000,10
ZINC000333936767,CN(C)c1ccc(CNC(=O)N2C3CCNCC2CC3)cn1,26.449395,3.969945,4.264306,501,24,460,40.797000,9
ZINC000274565968,CN1CCN(C2C=CCCC2)CC1C#N,-25.323274,3.968288,3.400759,279,21,313,31.375000,6
ZINC000419179903,COCC(NC(=O)C(=O)N1CC2CCCC(N)C2C1)c1ccc(C)o1,29.479860,3.966724,4.175469,629,31,527,45.028000,10
ZINC000561736586,CCOC1CC(NC(=O)c2cccc(C3CCOC3)c2)C1n1cccn1,19.569511,3.966585,4.394414,740,32,581,53.252000,11
ZINC000513485981,CC1CN(C(=O)C2CCCOC2c2ccnn2C(C)C)CC(c2ccc(F)cc2)O1,42.308067,3.966287,4.333485,866,33,653,57.222000,12
ZINC000393885246,O=C(NC1(CO)CCOC1)C1C2CCCC21,8.392333,3.965959,3.008183,288,24,345,35.379000,7
ZINC000328707660,CC(COC1CCCC1)CS(=O)(=O)N1CCOCC12CCCC2,21.521898,3.965772,3.665245,480,24,392,40.943000,9
ZINC000446706563,CCCC1(COC)CCCN1C(=O)C(O)CCSC,9.930603,3.965409,3.399772,279,15,292,33.221000,8
ZINC000365103094,CCC(Oc1ccccc1Cl)C(=O)N1CCC2(CCCC2N)C1,25.923116,3.963554,4.105784,579,25,483,45.934000,9
ZINC000413731198,CC1CC(CNC(=O)NCC2CCCC2O)C(C)O1,10.674601,3.963359,3.571721,311,25,385,43.242000,7
ZINC000419231818,COC1CCCCC1NC(=O)C(=O)N(C)C1CNCC1O,2.436256,3.962853,3.201842,390,27,413,40.634000,8
ZINC000460894762,CC1CCOC1c1nnc(N2CCCC2c2ccccc2Cl)n1CC1CCCO1,14.423671,3.962282,4.531378,851,35,656,56.131000,12
ZINC000509675448,COCCn1cc2c(n1)C(NC(=O)C(C)(C#N)CC(=O)OC(C)(C)C)CCC2,44.256744,3.960422,3.530278,759,28,523,49.357000,11
ZINC000497200570,O=C1OC2(CCCC2)C(=O)N1CC(O)C(F)(F)F,-7.485163,3.959792,2.980898,375,22,338,32.247000,7
ZINC000418733440,CC(C)C1C(=O)NCCN1C(=O)NCC1CCNCC1(F)F,-12.658359,3.959333,4.048436,431,24,400,42.879000,9
ZINC000530044954,CC(C)(C(=O)NC1C2Cc3c(Cl)cccc3C21)n1cccn1,19.570387,3.958018,3.434689,738,29,534,46.395000,9
,Cc1cc(C)cc(C[S+]([O-])C(C)C(C)C)c1,25.240203,3.955583,2.425677,326,10,298,30.565000,6
ZINC000449888431,Cc1ccc(OC2CCN(C(=O)C34CCC(CC3=O)C4(C)C)CC2)cc1,32.503024,3.952842,2.996142,715,28,559,47.863000,11
ZINC000456252318,CC(C)CC(C)(C)C(=O)NC1CC12CCOCC2,19.660310,3.952125,3.180412,316,15,299,34.332000,7
ZINC000342260866,Cc1cn2c(n1)C(CNC(=O)C(=O)N1CCCC(C)C1C)CCC2,20.564779,3.949970,4.287187,624,28,501,44.033000,10
,CCC(C)C(NC(=O)N1CCCC1)C(=O)N1CCCC2(C1)OCc1ccccc12,33.726369,3.949935,4.613375,757,32,603,54.446000,12
ZINC000297277257,Cc1csc(C(NC(=O)NC2CCOC2C)C(F)(F)F)n1,45.164981,3.949584,3.783235,506,25,423,37.227000,8
ZINC000272863508,CC(C)(C)OC(=O)N1CCC2CCC(C1)N2C(=O)C=Cc1ccco1,44.412825,3.948308,3.149717,644,28,502,41.379000,10
ZINC000361596554,CCC(C)(O)CNC(=O)CCCCC1SCC2NC(=O)NC21,19.640101,3.947595,3.309775,416,27,422,45.965000,9
ZINC000473050826,Cc1ccccc1C1(C(=O)NCC2CN(C(=O)c3ccccc3)C3CCN2C3)CCC1,33.906600,3.946803,4.437557,969,33,679,58.651000,13
ZINC000435400872,CCC(C)(COc1ncccc1Cl)NC(=O)C1CC1(C)CC,35.115204,3.946710,3.150998,551,21,432,44.028000,9
ZINC000456807885,CCOC1COCC1NC(=O)C1CCC(F)(F)C1,3.505565,3.946152,3.493537,311,22,345,36.355000,7
ZINC000412642342,CC1CC(CNC(=O)CC2CSc3ccccc3O2)C(C)O1,13.327451,3.945214,3.594861,536,27,491,42.116000,9
ZINC000368147263,COc1cccc(Cl)c1CC(=O)N1CC2CC1CO2,9.719848,3.945172,3.280700,505,23,424,32.725000,8
ZINC000418525879,CC1CC(C)C(C)N(C(=O)NCC(F)(F)CN)C1,-3.002700,3.944341,3.806959,299,18,318,37.487000,7
ZINC000290748968,CCC(C)(C#N)C(=O)Nc1[nH]nc(C2CC2)c1C#N,26.032318,3.943595,3.590340,587,26,407,34.669000,8
ZINC000511634611,CC(NC(=O)NCC1CC(F)CN1Cc1cccs1)c1ccc2n[nH]cc2c1,61.471059,3.942041,4.959249,927,32,624,48.566000,11
ZINC000544594870,O=C(Nc1csc(-c2ccccn2)n1)NC1CCOC2(CCSCC2)C1,54.343113,3.940732,4.072092,741,28,554,38.832000,10
ZINC000227485210,CC1(CNC(=O)C2CC(O)CN2)CCCO1,-3.206892,3.940062,3.504512,263,21,321,34.242000,6
ZINC000281641661,C=CCN1CCC(N(C)C(=O)C(C)(O)Cn2ccc(C)cc2=O)C1=O,37.554336,3.938359,4.235112,738,27,478,43.819000,10
ZINC000374425817,CC1CN(C(C)C)CC1NC(=O)N1CCCC(c2ncc3n2CCCC3)C1,24.110574,3.937476,4.664278,669,30,552,53.081000,11
ZINC000177070863,CCc1nc(C2(NC(=O)C3CCC(C(F)(F)F)NC3=O)CCCC2)no1,18.823817,3.937222,4.202378,682,30,520,49.140000,11
ZINC000102613825,O=C(O)C1C2CCC(C2)C1C(=O)Nc1ccccc1Sc1ccccc1,32.285335,3.935246,2.849546,823,33,626,52.243000,11
ZINC000459988754,CCCC1(C)CCCN(C(=O)C(=O)N2CC(C)OCC2C)C1,17.970121,3.931369,4.435510,422,23,411,39.581000,9
ZINC000277227072,CCC(C)c1nc(C(C)NC(C)c2cnc3ccsc3c2)n[nH]1,56.182166,3.929915,4.583528,777,24,525,41.112000,9
,CC(C)CCc1noc(C[S+]([O-])CC(=O)N(C)Cc2cc(Br)cs2)n1,77.915169,3.929237,4.066635,689,21,449,35.837000,9
ZINC000485269911,CC1CN(C(=O)C(=O)Nc2cccn(Cc3ccccc3)c2=O)CC2(CCCOC2)O1,55.267339,3.928835,3.907396,997,34,658,48.011000,12
ZINC000372912405,CC1CC(c2cccs2)CN1C(=O)C1CC(O)CN1,0.977832,3.926702,3.339987,448,27,434,40.038000,8
ZINC000500128796,CC1CCC(c2ccccc2)N(C(=O)NC2CCOC3(CCCC3)C2)C1,38.756382,3.924083,3.849211,611,28,549,52.054000,10
ZINC000019218518,Cc1ccc2c(c1)C(=O)N(CC(=O)N1CCCC(C)C1C)CC1(CCN(C)CC1)O2,33.464757,3.923196,4.470177,815,30,622,55.303000,12
ZINC000286253074,CCOC1CC(NCC(=O)N(C)CCOc2ccccc2F)C12CCOCC2,51.698682,3.922991,4.299177,651,25,514,49.761000,11
ZINC000422484603,COC(=O)C12CCOCC1CN(C(=O)C(=O)NCCC1CCCN(C)C1)C2,19.132496,3.922949,4.759905,583,32,519,46.913000,11
ZINC000477510785,CC1OCCC1(O)CN(Cc1ccccc1)C(=O)C(=O)NCC1CC=CCC1,27.356672,3.922686,3.461034,705,30,558,50.273000,11
,Cc1cc(C[S+]([O-])C(C)c2cccc(Cl)c2)c(C)s1,49.800508,3.922670,3.018044,565,16,406,33.038000,7
,Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N1CC[S+]([O-])CCC1C,51.267450,3.920939,3.462812,666,27,493,39.056000,9
ZINC000497168551,CC1COCCC1C(=O)OC1CCCN(C(=O)OC(C)(C)C)C1C,15.991448,3.919575,3.141612,458,26,455,45.455000,9
ZINC000474455871,CC1(C)CN(C(=O)NC(Cc2ccccc2)c2ccccc2F)CC2(CCOC2)O1,60.079976,3.919351,4.014672,881,28,631,51.966000,12
ZINC000477729069,COC(C)c1noc(CN(C)CC(=O)N(CC2CCCO2)C2CCS(=O)(=O)C2)n1,82.098893,3.916874,4.683845,792,35,549,46.298000,11
ZINC000344613633,CC(C)C1OCCC1CNC(=O)NC(C)C(F)(F)F,29.689607,3.916320,3.448497,307,19,324,38.534000,7
ZINC000362480302,CCSC1CCC(N(C)C(=O)c2ccc([N+](=O)[O-])[nH]2)C1,46.013309,3.915719,3.361940,502,23,400,37.233000,8
ZINC000287810410,CCCC1CN(C(=O)NC2CCC(=O)NC2c2ccnn2C)CCO1,26.850226,3.915559,4.155785,615,30,507,47.708000,10
,Cc1n[nH]c(C)c1NC(=O)C[S+]([O-])C1CCCc2ccccc21,44.820810,3.913400,3.801498,694,24,514,42.364000,9
,CN(Cc1ccc([S+](C)[O-])cc1)CC(O)COCC1CCCO1,52.503647,3.913179,3.255444,448,20,423,41.926000,9
ZINC000332825855,O=C1COCC(CC2CN(C3CCOC3)c3ccccc32)N1,-31.757363,3.912397,3.778778,556,29,507,42.851000,9
ZINC000434316804,O=C(CCCn1c(=O)oc2cc([N+](=O)[O-])ccc21)NC1CCOC2(CCSCC2)C1,69.894159,3.911289,3.986135,988,34,611,47.000000,12
,COc1ccc(C(NC(=O)C[S+]([O-])Cc2conc2C)C(C)C)cc1,51.818526,3.910366,3.698071,684,21,481,41.671000,10
ZINC000439443674,CSc1nsc(NC(=O)N2CC3CCCC3(c3nc(-c4cccnc4)no3)C2)n1,31.940176,3.910226,4.713873,1024,37,679,45.426000,12
ZINC000374689462,CC1(C)NC(=O)CCC1NC(=O)N1CCC2(CCCC2)C1,8.694974,3.909214,3.724689,440,23,398,39.790000,8
ZINC000501416809,O=C(NCC1CN(C(=O)c2ccccc2)C2CCN1C2)c1cc(-c2ccc(F)cc2)[nH]n1,50.228028,3.909188,4.771853,1114,36,739,59.028000,13
ZINC000289462512,CS(=O)(=O)CCS(=O)(=O)NC1c2ccccc2CC12CCOCC2,15.798902,3.909043,3.398798,810,30,479,40.152000,10
,O=C(C[S+]([O-])Cc1cc(-c2cccs2)on1)NC(C1CC1)C1CC1,56.022620,3.907593,4.276527,680,27,476,40.608000,10
ZINC000336043261,CSC1(C(=O)N2CC(C)C(N(C)C)C2)CCC1,7.164783,3.906287,4.057481,296,18,307,30.097000,7
ZINC000506337076,O=C(NCC(O)CS(=O)(=O)c1cccs1)NCC1C2Cc3ccccc3C12,45.327345,3.905922,4.293685,926,38,614,52.044000,11
ZINC000451623611,CSc1ccc(NC(=O)CN2CC3(CCOCC3)C3CCCC32)cc1,23.598890,3.903765,4.134233,612,27,523,44.039000,10
ZINC000460698390,CCOCCCn1c(C2OCCC2C)nnc1N(C)C(C)c1ccc(Cl)cc1Cl,46.282365,3.902777,3.845908,813,26,573,51.868000,12
ZINC000279909409,Cc1ccc(S(=O)(=O)CC(C)NC(=O)N2CCC3(CNC(=O)C3)C2)cc1,41.029188,3.901052,4.282716,806,32,532,45.653000,10
ZINC000356712232,COC1(C(=O)NCCC(C)F)CCOC1,3.442470,3.900218,3.465105,214,15,253,27.242000,6
ZINC000470947155,COCCN(C(=O)CN1CCC(C(F)(F)F)C1C)C1CCS(=O)(=O)C1,38.548538,3.899883,4.261971,581,30,444,45.109000,10
ZINC000281419831,CC1CCC(O)C(C2CCCN2C(=O)C(=O)Nc2ccn(-c3ccncc3)n2)C1,36.600794,3.897587,4.132990,868,36,647,55.054000,12
ZINC000342218340,CC1OCCC1(C)NC(=O)NCC(c1cccs1)N(C)C,25.265145,3.896409,3.652484,463,22,405,37.651000,8
ZINC000495724810,CCOC1CC2(CCN(CC3CN(C)C(=O)O3)C2)C1,-5.171474,3.896270,3.860620,354,21,344,30.706000,8
ZINC000440612943,CCOc1cc2c(cc1C1CC1C(=O)N1CCOC(c3ccco3)C1)OC(C)C2,39.461545,3.894150,4.574366,892,36,671,53.083000,12
ZINC000079024158,CCC=C(C)C(=O)N1CSCC1C(=O)OCCc1c[nH]nc1C(F)(F)F,37.623204,3.893115,3.377160,687,26,473,41.949000,10
ZINC000126701129,CSC(CO)C(C)NC(=O)CC1CCSCC1,33.932432,3.892747,3.150690,228,15,271,29.552000,6
,Cc1csc(-c2cccc(S(=O)(=O)N3CC[S+]([O-])CCC3C)c2)n1,51.816779,3.891799,4.495352,819,28,523,38.607000,10
ZINC000475084206,CCCC(CN(C)CC1CC(F)CN1c1nnc(C)o1)c1ccccc1,9.676178,3.891082,4.476366,677,24,522,48.782000,10
ZINC000437942140,CN(C)C1CCC2C(C1)OCCN2C(=O)CC1Oc2ccccc2NC1=O,9.588151,3.890584,4.407246,722,35,614,52.243000,11
ZINC000365558530,CCCCC(COC)NC(=O)N1CC2COCCC2(C(=O)OC)C1,23.854072,3.888110,3.948110,444,25,426,42.318000,10
ZINC000373384335,CCC1CN(C(=O)NCc2cccc(CO)c2)CC2(CCOC2)O1,42.719866,3.885124,4.370789,571,24,478,40.898000,10
ZINC000194549877,CCOC(C)C(=O)Nc1cc(C2CC2C)n[nH]1,28.167033,3.884439,3.281633,402,21,357,33.596000,7
,CN1CCC(NC(=O)Nc2ccc([S+](C)[O-])c(F)c2)C1c1ccc(F)cc1,38.536111,3.884154,4.208794,817,28,588,49.911000,11
ZINC000518137222,CCC(CNC(=O)N1CCC2(CCCNC2)C1)N1CCc2ccccc2C1,27.895411,3.880127,4.308260,655,27,547,52.840000,11
